Z_DIM = 512

Image size: 4
  Epochs: 10
    Avg Loss Critic:  -0.00191712
    Avg Loss Gen:     0.00240630
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 8
  Epochs: 10
    Avg Loss Critic:  -0.00011404
    Avg Loss Gen:     -0.00084658
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 16
  Epochs: 15
    Avg Loss Critic:  -0.00024053
    Avg Loss Gen:     -0.00106122
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 32
  Epochs: 20
    Avg Loss Critic:  -0.00047429
    Avg Loss Gen:     0.00088971
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 64
  Epochs: 20
    Avg Loss Critic:  0.00032428
    Avg Loss Gen:     0.00001059
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 128
  Epochs: 40
  [Epoch 2/60] Loss Critic: 121.5616 | Loss Gen: -799.2919 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 3/60] Loss Critic: 153.6560 | Loss Gen: -803.8245 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 4/60] Loss Critic: 149.0593 | Loss Gen: -1020.1124 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 5/60] Loss Critic: 132.5433 | Loss Gen: -611.8297 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 6/60] Loss Critic: 122.7157 | Loss Gen: -535.0364 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 7/60] Loss Critic: 124.5257 | Loss Gen: -499.1380 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 8/60] Loss Critic: 114.7091 | Loss Gen: -386.9628 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 9/60] Loss Critic: 104.6691 | Loss Gen: -370.4621 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 10/60] Loss Critic: 98.1972 | Loss Gen: -314.4125 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 11/60] Loss Critic: 97.4663 | Loss Gen: -298.5272 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 12/60] Loss Critic: 96.5579 | Loss Gen: -300.9562 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 13/60] Loss Critic: 83.7096 | Loss Gen: -409.0304 | LR Critic: 5.00e-05 | LR Gen: 1.00e-04 | GP λ: 10
  [Epoch 14/60] Loss Critic: 0.6382 | Loss Gen: -2.1054 | LR Critic: 8.24e-06 | LR Gen: 1.00e-04 | GP λ: 10
	[Epoch 15/60] Loss Critic: 0.3838 | Loss Gen: -1.4697 | LR Critic: 4.04e-06 | LR Gen: 1.00e-04 | GP λ: 10
	[Epoch 16/60] Loss Critic: 0.2942 | Loss Gen: -0.9260 | LR Critic: 1.38e-06 | LR Gen: 1.00e-04 | GP λ: 10
	[Epoch 17/60] Loss Critic: 0.2840 | Loss Gen: -0.4376 | LR Critic: 3.00e-05 | LR Gen: 1.00e-05 | GP λ: 10
	[Epoch 18/60] Loss Critic: 0.2361 | Loss Gen: -0.2282 | LR Critic: 3.00e-05 | LR Gen: 1.00e-05 | GP λ: 10
	[Epoch 19/60] Loss Critic: 1.6793 | Loss Gen: 0.8379 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 20/60] Loss Critic: 0.9144 | Loss Gen: 0.3143 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 21/60] Loss Critic: 1.3663 | Loss Gen: 1.9402 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 22/60] Loss Critic: -0.0452 | Loss Gen: 4.8346 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 23/60] Loss Critic: -0.1271 | Loss Gen: 4.0877 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 24/60] Loss Critic: -0.1001 | Loss Gen: 2.6795 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 25/60] Loss Critic: -0.1564 | Loss Gen: 2.8986 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 26/60] Loss Critic: -0.6370 | Loss Gen: 4.5546 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 27/60] Loss Critic: -0.2090 | Loss Gen: 3.1918 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 28/60] Loss Critic: -0.2879 | Loss Gen: 3.2311 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 29/60] Loss Critic: -0.7260 | Loss Gen: 4.6683 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 30/60] Loss Critic: -0.8486 | Loss Gen: 4.4273 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 31/60] Loss Critic: -0.8560 | Loss Gen: 4.2735 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 32/60] Loss Critic: -0.9003 | Loss Gen: 4.1310 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 33/60] Loss Critic: -0.8208 | Loss Gen: 3.9478 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 34/60] Loss Critic: -0.7220 | Loss Gen: 3.8322 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 35/60] Loss Critic: -0.7775 | Loss Gen: 3.6982 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 36/60] Loss Critic: -0.8187 | Loss Gen: 3.4793 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 37/60] Loss Critic: -0.8639 | Loss Gen: 3.6305 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
